show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in
s733,Movie,Atlantis: Milo's Return,"Tad Stones, Toby Shelton, Victor Cook","James Taylor, Cree Summer, John Mahoney, Jacqueline Obradors, Don Novello, Corey Burton",United States,"November 12, 2019",2003,G,83 min,"Action-Adventure, Animation, Family"
s734,Movie,Atlantis: The Lost Empire,"Gary Trousdale, Kirk Wise","Michael Fox, James Garner, Cree Summer, Don Novello, Phil Morris, Claudia Christian",United States,"November 12, 2019",2001,PG,98 min,"Action-Adventure, Animation, Family"
s735,Movie,Auntie Edna,Ted Mathot,"Brad Bird, Eli Fucile, Maeve Andrews, Nick Bird, Noelle Zuber, Craig Nelson",United States,"November 12, 2019",2018,TV-G,7 min,"Animation, Comedy, Family"
s736,Movie,Avatar,James Cameron,"Sam Worthington, Zoë Saldana, Sigourney Weaver, Stephen Lang, Michelle Rodriguez, Giovanni Ribisi",United States,"November 12, 2019",2009,PG-13,162 min,"Action-Adventure, Science Fiction"
s737,Movie,Babes in the Woods,Burt Gillett,,United States,"November 12, 2019",1932,TV-Y7,8 min,"Animation, Family, Fantasy"
s738,Movie,Babes in Toyland,Jack Donohue,"Ray Bolger, Tommy Sands, Annette Funicello, Ed Wynn, Tommy Kirk, Kevin Corcoran",United States,"November 12, 2019",1961,TV-PG,106 min,"Family, Fantasy, Musical"
s739,Movie,Bambi,David Hand,,United States,"November 12, 2019",1942,G,72 min,"Animation, Drama, Family"
s740,Movie,Bambi II,Brian Pimental,"Patrick Stewart, Alexander Gould, Keith Ferguson, Brendon Baerg, Nicky Jones, Andrea Bowen",United States,"November 12, 2019",2006,G,75 min,"Animation, Drama, Kids"
s741,Movie,Bao,Domee Shi,,"United States, Canada","November 12, 2019",2018,G,8 min,"Animation, Family, Fantasy"
s742,Movie,Beach Picnic,Clyde Geronimi,,United States,"November 12, 2019",1939,TV-G,9 min,"Animation, Comedy, Family"
s743,Movie,Bearly Asleep,Jack Hannah,,United States,"November 12, 2019",1955,TV-PG,7 min,"Animation, Comedy, Family"
s744,Movie,Beauty and the Beast: Belle's Magical World,Bob Kline,"Robby Benson, Paige O'Hara, David Stiers, Jerry Orbach, Jeff Bennett, Jim Cummings",United States,"November 12, 2019",1998,G,71 min,"Animation, Anthology, Fantasy"
s745,Movie,Beauty and the Beast: The Enchanted Christmas,Andy Knight,"Paige O'Hara, Robby Benson, Jerry Orbach, David Stiers, Bernadette Peters, Tim Curry","Canada, United States","November 12, 2019",1997,G,73 min,"Animation, Family, Fantasy"
s746,Movie,Beezy Bear,Jack Hannah,,United States,"November 12, 2019",1955,TV-G,7 min,"Animation, Comedy, Family"
s747,Movie,Before the Flood,Fisher Stevens,"Leonardo DiCaprio, John Kerry, Barack Obama, Bill Clinton",United States,"November 12, 2019",2016,TV-14,96 min,Documentary
s748,Movie,Benji the Hunted,Joe Camp,"Red Steagall, Frank Inn, Nancy Francis, Mike Francis, Joe Camp, Steve Zanolini",United States,"November 12, 2019",1987,G,89 min,"Action-Adventure, Animals & Nature, Family"
s749,TV Show,Best Friends Whenever,,"Lauren Taylor, Shelby Bender, Gus Kamp, Ricky Garcia, Benjamin Royer, Matthew Royer",United States,"November 12, 2019",2015,TV-G,2 Seasons,"Buddy, Comedy, Coming of Age"
s750,TV Show,Big City Greens (Shorts),,,,"November 12, 2019",2017,TV-Y7,1 Season,"Action-Adventure, Animation, Comedy"
s751,Movie,Big Hero 6,"Don Hall, Chris Williams","Scott Adsit, Ryan Potter, Daniel Henney, T. J. Miller, Jamie Chung, Damon Wayans Jr.",United States,"November 12, 2019",2014,PG,105 min,"Action-Adventure, Animation, Family"
s752,TV Show,Big Hero 6 The Series (Shorts),,,,"November 12, 2019",2017,TV-Y7,2 Seasons,"Action-Adventure, Animation, Comedy"
s753,Movie,Bizarre Dinosaurs,Jenny Kubo,Peter Cullen,United States,"November 12, 2019",2009,TV-PG,46 min,"Animals & Nature, Documentary, Family"
s754,Movie,Blank Check,Rupert Wainwright,"Brian Bonsall, Karen Duffy, Miguel Ferrer, James Rebhorn, Tone Lōc, Jayne Atkinson",United States,"November 12, 2019",1994,PG,94 min,"Comedy, Family"
s755,Movie,Boat Builders,Ben Sharpsteen,,United States,"November 12, 2019",1938,TV-G,8 min,"Animation, Comedy, Family"
s756,Movie,Bolt,"Chris Williams, Byron Howard","John Travolta, Miley Cyrus, Susie Essman, Mark Walton, Malcolm McDowell, James Lipton",United States,"November 12, 2019",2008,PG,98 min,"Action-Adventure, Animation, Comedy"
s757,Movie,Bone Bandit,Charles Nichols,,United States,"November 12, 2019",1948,TV-G,7 min,"Animation, Comedy, Family"
s758,TV Show,Bonkers,,"Charlie Adler, Corey Burton, Jesse Corti, Jim Cummings, Frank Welker, Gregg Berger","United States, Hong Kong, South Korea, France, Canada, China, United Kingdom, Australia, Japan, Taiwan, Philippines","November 12, 2019",1993,TV-G,1 Season,"Animation, Comedy, Kids"
s759,Movie,Boundin',Bud Luckey,Bud Luckey,United States,"November 12, 2019",2004,G,6 min,"Animation, Family, Kids"
s760,TV Show,Boy Meets World,,"Ben Savage, William Daniels, Betsy Randle, Will Friedle, Rider Strong, Lee Norris",United States,"November 12, 2019",1993,TV-PG,7 Seasons,"Comedy, Coming of Age, Family"
s761,Movie,Brave,"Mark Andrews, Brenda Chapman","Kelly Macdonald, Billy Connolly, Emma Thompson, Julie Walters, Robbie Coltrane, Kevin McKidd","United States, United Kingdom","November 12, 2019",2012,PG,94 min,"Animation, Coming of Age, Family"
s762,Movie,Brave Little Toaster to the Rescue,Robert Ramirez,"Deanna Oliver, Tim Stack, Jon Lovitz, Thurl Ravenscroft, Phil Hartman, Jay Mohr",United States,"November 12, 2019",1999,TV-G,75 min,"Action-Adventure, Animation"
s763,Movie,Breaking2,Martin Roe,"Lelisa Desisa, Eliud Kipchoge, Zersenay Tadese",United States,"November 12, 2019",2017,TV-PG,55 min,"Documentary, Sports"
s764,Movie,Brink!,Greg Beeman,"Erik von Detten, Sam Horrigan, Christina Vidal, Robin Riker, Geoffrey Blake, Patrick Levis",United States,"November 12, 2019",1998,TV-G,90 min,"Coming of Age, Drama, Sports"
s765,Movie,Brother Bear,"Aaron Blaise, Robert Walker","Joaquin Phoenix, Jeremy Suarez, Jason Raize, Rick Moranis, Dave Thomas, D.B. Sweeney",United States,"November 12, 2019",2003,G,90 min,"Action-Adventure, Animation, Family"
s766,Movie,Brother Bear 2,Benjamin Gluck,"Patrick Dempsey, Mandy Moore, Jeremy Suarez, Rick Moranis, Dave Thomas, Andrea Martin",United States,"November 12, 2019",2006,G,78 min,"Action-Adventure, Animation, Family"
s767,Movie,Buffalo Dreams,David Jackson,"Reiley McClendon, Simon Baker, Graham Greene, Tessa Vonn, Max van Ville, Chris Hunter",United States,"November 12, 2019",2005,TV-G,90 min,"Buddy, Coming of Age, Drama"
s768,TV Show,Bug Juice: My Adventures at Camp,,,United States,"November 12, 2019",2017,TV-G,1 Season,"Coming of Age, Docuseries, Family"
s769,Movie,BURN-E,Angus MacLane,"Angus MacLane, Tessa Swigart",United States,"November 12, 2019",2008,TV-G,8 min,"Animation, Comedy, Family"
s770,Movie,Cadet Kelly,Larry Shaw,"Hilary Duff, Christy Romano, Shawn Ashmore, Aimee Garcia, Linda Kash, Nigel Hamer","United States, Canada","November 12, 2019",2002,TV-G,100 min,"Comedy, Coming of Age"
s771,Movie,Camp Nowhere,Jonathan Prince,"Christopher Lloyd, Jonathan Jackson, Wendy Makkena, Tom Wilson, Andrew Keegan, Marne Patterson",United States,"November 12, 2019",1994,PG,96 min,"Comedy, Coming of Age, Family"
s772,Movie,Camp Rock,Matthew Diamond,"Demi Lovato, Joe Jonas, Meaghan Martin, Maria Canals-Barrera, Alyson Stoner, Julie Brown",United States,"November 12, 2019",2008,TV-G,96 min,"Coming of Age, Music, Musical"
s773,Movie,Camp Rock 2: The Final Jam,Paul Hoen,"Demi Lovato, Joe Jonas, Nick Jonas, Kevin Jonas, Daniel Fathers, Daniel Kash",United States,"November 12, 2019",2010,TV-G,101 min,"Coming of Age, Music, Musical"
s774,Movie,Can of Worms,Paul Schneider,"Michael Shulman, Erika Christensen, Adam Wylie, Andrew Ducote, Lee Garlington, Brighton Hertford","United States, Canada","November 12, 2019",1999,TV-PG,84 min,"Comedy, Coming of Age, Science Fiction"
s775,Movie,Candleshoe,Norman Tokar,"David Niven, Helen Hayes, Jodie Foster, Leo McKern, Vivian Pickles, Veronica Quilligan","United Kingdom, United States","November 12, 2019",1978,G,101 min,"Comedy, Coming of Age, Crime"
s776,Movie,Canine Caddy,Clyde Geronimi,,United States,"November 12, 2019",1941,TV-G,8 min,"Animation, Comedy, Family"
s777,Movie,Cars,John Lasseter,"Owen Wilson, Paul Newman, Bonnie Hunt, Larry the Cable Guy , Cheech Marin, Tony Shalhoub",United States,"November 12, 2019",2006,G,117 min,"Animation, Comedy, Family"
s778,Movie,Cars 2,John Lasseter,"Owen Wilson, Larry the Cable Guy , Michael Caine, Emily Mortimer, John Turturro, Eddie Izzard",United States,"November 12, 2019",2011,G,107 min,"Animation, Comedy, Family"
s779,Movie,Cars 3,Brian Fee,"Owen Wilson, Cristela Alonzo, Chris Cooper, Nathan Fillion, Larry the Cable Guy , Armie Hammer",United States,"November 12, 2019",2017,G,103 min,"Animation, Comedy, Family"
s780,Movie,Cars Toon: Air Mater,Rob Gibbs,"Larry the Cable Guy , Keith Ferguson, Stacey Keach, Jonathan Adams, Jan Rabson, Lori Alan",United States,"November 12, 2019",2011,TV-G,5 min,"Animation, Comedy, Family"
s781,Movie,Cars Toon: Heavy Metal Mater,John Lasseter,"Larry the Cable Guy , Keith Ferguson",United States,"November 12, 2019",2010,TV-G,5 min,"Animation, Comedy, Family"
s782,Movie,Cars Toon: Hiccups,Jeremy Lasky,"Keith Ferguson, Larry the Cable Guy , Michael Wallis, Tony Shalhoub, Lloyd Sherr, Bonnie Hunt",United States,"November 12, 2019",2013,TV-G,3 min,"Animation, Comedy, Family"
s783,Movie,Cars Toon: Mater Private Eye,Rob Gibbs,"Larry the Cable Guy , Keith Ferguson",United States,"November 12, 2019",2010,TV-Y7,6 min,"Animation, Comedy, Family"
s784,Movie,Cars Toon: Mater the Greater,John Lasseter,"Larry the Cable Guy , Keith Ferguson",United States,"November 12, 2019",2008,TV-Y7,5 min,"Animation, Comedy, Family"
s785,Movie,Cars Toon: Monster Truck Mater,John Lasseter,"Larry the Cable Guy , Keith Ferguson",United States,"November 12, 2019",2010,TV-Y7,6 min,"Animation, Comedy, Family"
s786,Movie,Cars Toon: The Radiator Springs 500 1/2,"Rob Gibbs, Scott Morse","Owen Wilson, Larry the Cable Guy , Steve Purcell, Jess Harnell, John Cygan,  Danny  Mann",United States,"November 12, 2019",2014,TV-Y7,6 min,"Animation, Comedy, Family"
s787,Movie,Casebusters,Wes Craven,"Pat Hingle, Noah Hathaway, Virginya Keehne, Gary Riley, Ebbe Smith, Sharon Barr",United States,"November 12, 2019",1986,TV-PG,46 min,"Drama, Family, Mystery"
s788,Movie,Cheetah,Jeff Blyth,"Keith Coogan, Lucy Deakins, Timothy Landfield, Breon Gorman, Collin Mothupi, Ka Vundla",United States,"November 12, 2019",1989,G,84 min,"Action-Adventure, Animals & Nature, Family"
s789,Movie,Chef Donald,Jack King,,United States,"November 12, 2019",1941,TV-G,8 min,"Animation, Comedy, Family"
s790,Movie,Chicken Little,Mark Dindal,"Zach Braff, Garry Marshall, Don Knotts, Patrick Stewart, Amy Sedaris, Steve Zahn",United States,"November 12, 2019",2005,G,84 min,"Animation, Comedy, Disaster"
s791,TV Show,Chip 'n Dale's Rescue Rangers,,"Corey Burton, Peter Cullen, Jim Cummings, Tress MacNeille","United States, Taiwan, South Korea, China, Japan, United Kingdom","November 12, 2019",1989,TV-G,1 Season,"Action-Adventure, Animation, Comedy"
s792,Movie,Chip an' Dale,Jack Hannah,,United States,"November 12, 2019",1947,TV-G,7 min,"Animation, Comedy, Family"
s793,Movie,Cinderella,"Wilfred Jackson, Hamilton Luske, Clyde Geronimi","Ilene Woods, Eleanor Audley, Verna Felton, Rhoda Williams, James MacDonald, Luis Van Rooten",United States,"November 12, 2019",1950,G,77 min,"Animation, Family, Fantasy"
s794,Movie,Cinderella II: Dreams Come True,John Kafka,"Jennifer Hale, Rob Paulsen, Corey Burton, Andre Stojka, Russi Taylor, Susanne Blakeslee",United States,"November 12, 2019",2002,G,77 min,"Animation, Fantasy, Kids"
s795,Movie,Cinderella III: A Twist in Time,Frank Nissen,"Jennifer Hale, C.D. Barnes, Susanne Blakeslee, Tress MacNeille, Russi Taylor, Andre Stojka",United States,"November 12, 2019",2007,G,79 min,"Animation, Fantasy, Kids"
s796,Movie,Clock Cleaners,Ben Sharpsteen,,United States,"November 12, 2019",1937,TV-G,9 min,"Animation, Comedy, Family"
s797,Movie,Cloud 9,Paul Hoen,"Luke Benward, Dove Cameron, Mike Manning, Kiersey Clemons, Amy Farrington, Patrick Fabian",United States,"November 12, 2019",2014,TV-G,89 min,Sports
s798,Movie,College Road Trip,Roger Kumble,"Martin Lawrence, Raven-Symoné , Donny Osmond, Brenda Song, Will Sasso, Eshaya Draper",United States,"November 12, 2019",2008,G,84 min,"Comedy, Coming of Age, Family"
s799,Movie,Confessions of a Teenage Drama Queen,Sara Sugarman,"Lindsay Lohan, Adam Garcia, Glenne Headly, Alison Pill, Eli Marienthal, Megan Fox","Germany, United States","November 12, 2019",2004,PG,91 min,"Comedy, Coming of Age"
s800,TV Show,Coop & Cami Ask The World (Shorts),,,,"November 12, 2019",2018,TV-G,1 Season,"Comedy, Family, Game Show / Competition"
s801,Movie,Corn Chips,Jack Hannah,,United States,"November 12, 2019",1951,TV-G,7 min,"Animation, Comedy, Family"
s802,Movie,Cow Belles,Francine McDougall,"Amanda Michalka, Alyson Michalka, Sheila McCarthy, Michael Trevino, Christian Serratos, Ron Gabriel",United States,"November 12, 2019",2006,TV-G,91 min,"Comedy, Coming of Age"
s803,TV Show,Crash & Bernstein,,"Cole Jensen, Tim Lagasse, Landry Bender, Oana Gregory, Aaron Landon",United States,"November 12, 2019",2012,TV-Y7,2 Seasons,"Comedy, Fantasy, Kids"
s804,Movie,Dadnapped,Paul Hoen,"Emily Osment, David Henrie, Jason Earles, Jonathan Keltz, Moises Arias, Denzel Whitaker",United States,"November 12, 2019",2009,TV-G,85 min,"Comedy, Mystery"
s805,Movie,Darby O'Gill and the Little People,Robert Stevenson,"Albert Sharpe, Janet Munro, Sean Connery, Jimmy O'Dea, Kieron Moore, Estelle Winwood",United States,"November 12, 2019",1959,G,91 min,"Family, Fantasy, Romance"
s806,TV Show,Darkwing Duck,,"Jim Cummings, Christine Cavanaugh, Terry McGovern, Frank Welker",United States,"November 12, 2019",1991,TV-Y7,2 Seasons,"Action-Adventure, Animation, Kids"
s807,Movie,Davy Crockett and the River Pirates,Norman Foster,"Fess Parker, Buddy Ebsen, Jeff York, Kenneth Tobey, Clem Bevans, Irvin Ashkenazy",United States,"November 12, 2019",1956,G,81 min,"Action-Adventure, Family, Historical"
s808,Movie,"Davy Crockett, King of the Wild Frontier",Norman Foster,"Fess Parker, Buddy Ebsen, Basil Ruysdael, Hans Conried, Pat Hogan, Ken Tobey",United States,"November 12, 2019",1955,PG,93 min,"Action-Adventure, Family, Historical"
s809,Movie,Day & Night,Teddy Newton,,United States,"November 12, 2019",2010,G,8 min,"Animation, Comedy, Family"
s810,Movie,Decorating Disney: Holiday Magic,,"Whoopi Goldberg, Sofia Carson, Jordan Fisher",United States,"November 12, 2019",2017,TV-PG,42 min,"Documentary, Family, Reality"
s811,Movie,Deep Blue,"Alastair Fothergill, Andy Byatt",Pierce Brosnan,"United Kingdom, Germany","November 12, 2019",2005,G,91 min,"Animals & Nature, Documentary, Family"
s812,Movie,Descendants 2,Kenny Ortega,"Dove Cameron, Cameron Boyce, Sofia Carson, Booboo Stewart, Mitchell Hope, Brenna D'Amico",United States,"November 12, 2019",2017,TV-G,114 min,"Coming of Age, Fantasy, Musical"
s813,Movie,Diary Of A Wimpy Kid,Thor Freudenthal,"Zachary Gordon, Robert Capron, Rachel Harris, Steve Zahn, Connor Fielding, Owen Fielding","United States, United Kingdom","November 12, 2019",2010,PG,93 min,"Comedy, Family"
s814,Movie,Dinosaur,"Ralph Zondag, Eric Leighton","D.B. Sweeney, Alfre Woodard, Ossie Davis, Max Casella, Hayden Panettiere, Samuel Wright",United States,"November 12, 2019",2000,PG,84 min,"Action-Adventure, Animation, Family"
s815,Movie,Disney Adventures in Babysitting,John Schultz,"Sabrina Carpenter, Sofia Carson, Nikki Hahn, Mallory Mahoney, Max Gecowets, Jet Jurgensmeyer",United States,"November 12, 2019",2016,TV-G,95 min,"Action-Adventure, Comedy, Coming of Age"
s816,Movie,Disney Avalon High,Stuart Gillard,"Britt Robertson, Gregg Sulkin, Joey Pollari, Devon Graye, Molly Quinn, Don Lake",United States,"November 12, 2019",2010,TV-G,91 min,"Coming of Age, Fantasy"
s817,Movie,Disney Bad Hair Day,Érik Canuel,"Laura Marano, Leigh-Allyn Baker, Christian Campbell, Alain Goulem, Christian Paul, Kiana Madeira",Canada,"November 12, 2019",2015,TV-G,93 min,"Buddy, Comedy, Coming of Age"
s818,TV Show,Disney Bizaardvark,,"Madison Hu, Olivia Rodrigo, Jake Paul, DeVore Ledridge, Ethan Wacker",United States,"November 12, 2019",2015,TV-PG,3 Seasons,"Buddy, Comedy, Family"
s819,Movie,Disney Den Brother,Mark Taylor,"Hutch Dano, G. Hannelius, Maurice Godin, David Lambert, Kelsy Chow, Debra Mooney",United States,"November 12, 2019",2010,TV-G,90 min,"Comedy, Coming of Age"
s820,Movie,Disney Descendants,Kenny Ortega,"Dove Cameron, Cameron Boyce, Booboo Stewart, Sofia Carson, Mitchell Hope, Melanie Paxson",United States,"November 12, 2019",2015,TV-G,114 min,"Coming of Age, Fantasy, Musical"
s821,TV Show,Disney Descendants Wicked World (Shorts),,,United States,"November 12, 2019",2015,TV-G,2 Seasons,"Animation, Coming of Age, Fantasy"
s822,TV Show,Disney DuckTales (Shorts),,,,"November 12, 2019",2016,TV-Y7,1 Season,"Action-Adventure, Animation, Comedy"
s823,TV Show,Disney Evermoor,,"Naomi Sequeira, Jordan Loughran, Belinda Stewart-Wilson, Dan Fredenburgh, George Sear, Georgie Farmer",,"November 12, 2019",2017,TV-PG,1 Season,Series
s824,TV Show,Disney Family Sundays,,,United States,"November 12, 2019",2019,TV-G,1 Season,"Anthology, Family, Lifestyle"
s825,TV Show,Disney Fast Layne,,"Sophie Pollono, Sofia Rosinsky, Brandon Rossel, Winslow Fegley",United States,"November 12, 2019",2018,TV-G,1 Season,"Action-Adventure, Animation, Comedy"
s826,Movie,Disney Girl vs. Monster,Stuart Gillard,"Olivia Holt, Kerris Dorsey, Brendan Meyer, Katherine McNamara, Adam Chambers, Tracy Dawson","United States, Canada","November 12, 2019",2012,TV-PG,90 min,"Action-Adventure, Comedy, Fantasy"
s827,TV Show,Disney Gravity Falls,,"Kristen Schaal, Jason Morgan, Alex Hirsch",United States,"November 12, 2019",2011,TV-Y7,2 Seasons,"Action-Adventure, Animation, Comedy"
s828,TV Show,Disney Gravity Falls (Shorts),,,,"November 12, 2019",2012,TV-G,1 Season,"Animation, Anthology, Comedy"
s829,TV Show,Disney Jake and the Never Land Pirates,,"Madison Pettis, Colin Ford, Jonathan Heit, David Arquette, Corey Burton",United States,"November 12, 2019",2010,TV-Y,4 Seasons,"Action-Adventure, Animation, Fantasy"
s830,TV Show,Disney JONAS,,"Kevin Jonas, Joe Jonas, Nick Jonas, Chelsea Staub, Nicole Anderson, John Ducey",United States,"November 12, 2019",2008,TV-G,2 Seasons,"Comedy, Family, Kids"
s831,TV Show,Disney Junior Music Nursery Rhymes,,,,"November 12, 2019",2017,TV-Y,2 Seasons,"Animation, Kids, Musical"
s832,TV Show,Disney K.C. Undercover,,"Zendaya , Veronica Dunne, Kamil McFadden, Tammy Townsend, Kadeem Hardison",United States,"November 12, 2019",2014,TV-Y7,3 Seasons,"Action-Adventure, Comedy, Kids"
s833,TV Show,Disney Lab Rats: Elite Force,,"William Brent, Bradley Perry, Jake Short, Paris Berelc, Kelli Berglund",United States,"November 12, 2019",2015,TV-Y7,1 Season,"Action-Adventure, Comedy, Coming of Age"
s834,TV Show,Disney Legend of the Three Caballeros,,"Tony Anselmo, Jaime Camil, Eric Bauza, Grey Griffin, Wayne Knight, Kevin Richardson",United States,"November 12, 2019",2017,TV-G,1 Season,"Action-Adventure, Animation, Comedy"
s835,TV Show,Disney Mickey Mouse Clubhouse,,"Wayne Allwine, Jim Cummings, Russi Taylor, Tony Anselmo, Bill Farmer, Tress MacNeille",United States,"November 12, 2019",2005,TV-Y,5 Seasons,"Animation, Kids"
s836,TV Show,Disney Milo Murphy's Law,,"Al Yankovic, Sabrina Carpenter, Mekai Curtis",United States,"November 12, 2019",2016,TV-Y7,2 Seasons,"Action-Adventure, Animation, Comedy"
s837,TV Show,Disney Minnie's Bow-Toons (Shorts),,,United States,"November 12, 2019",2011,TV-Y,3 Seasons,"Animation, Kids"
s838,TV Show,Disney Stuck In The Middle,,"Jenna Ortega, Ronni Hawk, Isaak Presley, Ariana Greenblatt, Kayla Maisonet, Nicolas Bechtel",United States,"November 12, 2019",2015,TV-PG,3 Seasons,"Comedy, Coming of Age, Family"
s839,TV Show,Disney Take Two With Phineas And Ferb (Shorts),,,United States,"November 12, 2019",2010,TV-G,1 Season,"Animation, Kids, Parody"
s840,TV Show,Disney Tangled: The Series - Short Cuts,,,,"November 12, 2019",2016,TV-Y7,1 Season,"Action-Adventure, Animation, Comedy"
s841,Movie,Disney Under The Sea: A Descendants Short Story,Hasraf Dulull,,,"November 12, 2019",2018,TV-G,10 min,"Fantasy, Musical, Thriller"
s842,TV Show,Disney's Adventures Of The Gummi Bears,,"Bill Scott, Christian Jacobs, Brett Johnson, David Faustino, Paul Winchell, Jason Marsden",United States,"November 12, 2019",1985,TV-Y7,6 Seasons,"Action-Adventure, Animation, Fantasy"
s843,TV Show,Disney's Doug,,"Connie Shulman, Doug Preis, Alice Playten, Chris Phillips, Fred Newman, Thomas McHugh",United States,"November 12, 2019",1996,TV-Y7,3 Seasons,"Animation, Comedy, Coming of Age"
s844,Movie,Disney's Fairy Tale Weddings,Chris Wilson,"Ben Higgins, Lauren Bushnell",,"November 12, 2019",2017,TV-PG,64 min,"Family, Lifestyle, Reality"
s845,Movie,Disney's Fairy Tale Weddings: Holiday Magic,Chris Wilson,"Stephen Boss, Allison Holker",,"November 12, 2019",2017,TV-PG,42 min,"Family, Lifestyle, Reality"
s846,TV Show,Disney's Hercules: The Animated Series,,"Tate Donovan, Sandra Bernhard, Robert Costanzo, Matt Frewer, Bobcat Goldthwait, French Stewart",United States,"November 12, 2019",1998,TV-Y7,1 Season,"Action-Adventure, Animation, Comedy"
s847,TV Show,Disney's Kim Possible,,"Christy Romano, Will Friedle, Nancy Cartwright, Tahj Mowry","United States, Philippines, South Korea","November 12, 2019",2001,TV-G,4 Seasons,"Action-Adventure, Animation, Comedy"
s848,TV Show,Disney's Little Einsteins,,"Erica Huang, Aiden Pompey, Jesse Schwartz, Natalia Wojcik",United States,"November 12, 2019",2005,TV-Y,2 Seasons,"Action-Adventure, Animation, Kids"
s849,TV Show,Disney's Mighty Ducks,,"James Belushi, Brad Garrett, Jeff Bennett, Jennifer Hale, Clancy Brown, Tony Jay",United States,"November 12, 2019",1996,TV-Y7,1 Season,"Action-Adventure, Animation, Comedy"
s850,TV Show,Disney's Recess,,"Rickey Collins, Jason Davis, Ashley Johnson, Ross Malinger, Courtland Mead, Pamela Segall",United States,"November 12, 2019",1997,TV-Y7,3 Seasons,"Animation, Comedy, Kids"
s851,TV Show,Disney's The Emperor's New School,,"Shane Baumel, Jessica DiCicco, Wendie Malick, Fred Tatasciore, Jeff Bennett, Jessie Flower",United States,"November 12, 2019",2005,TV-G,2 Seasons,"Animation, Comedy, Coming of Age"
s852,Movie,Disney's The Kid,Jon Turteltaub,"Bruce Willis, Spencer Breslin, Emily Mortimer, Lily Tomlin, Chi McBride, Jean Smart",United States,"November 12, 2019",2000,PG,105 min,"Comedy, Drama, Family"
s853,TV Show,Disney's The Little Mermaid (Series),,"Jodi Benson, Samuel Wright, Ken Mars, Edan Gross",United States,"November 12, 2019",1992,TV-Y7,3 Seasons,"Action-Adventure, Animation, Fantasy"
s854,Movie,Disneyland Around the Seasons (Walt Disney's Wonderful World of Color: 1961-69),Hamilton Luske,Walt Disney,United States,"November 12, 2019",1966,TV-PG,51 min,"Documentary, Family, Variety"
s855,Movie,Disneynature African Cats,Keith Scholey,Samuel Jackson,United States,"November 12, 2019",2011,G,90 min,"Animals & Nature, Documentary, Family"
s856,Movie,Disneynature Bears,"Alastair Fothergill, Keith Scholey",John Reilly,United States,"November 12, 2019",2014,G,78 min,"Animals & Nature, Documentary, Family"
s857,Movie,Disneynature Born in China,Lu Chuan,John Krasinski,"United Kingdom, China, United States","November 12, 2019",2017,G,81 min,"Animals & Nature, Documentary, Family"
s858,Movie,Disneynature Chimpanzee,"Alastair Fothergill, Mark Linfield",Tim Allen,"Tanzania, United States","November 12, 2019",2012,G,79 min,"Animals & Nature, Documentary, Family"
s859,Movie,Disneynature Crimson Wing,"Matthew Aeberhard, Leander Ward",Mariella Frostrup,"United States, United Kingdom","November 12, 2019",2008,G,78 min,"Animals & Nature, Documentary, Family"
s860,Movie,Disneynature Monkey Kingdom,Mark Linfield,Tina Fey,United States,"November 12, 2019",2015,G,82 min,"Animals & Nature, Documentary, Family"
s861,Movie,Disneynature Wings of Life,Louie Schwartzberg,Meryl Streep,"United States, Panama, Mexico","November 12, 2019",2011,G,81 min,"Animals & Nature, Documentary, Family"
s862,TV Show,Dog Whisperer with Cesar Millan,,Cesar Millan,United States,"November 12, 2019",2004,TV-G,6 Seasons,"Animals & Nature, Docuseries, Family"
s863,Movie,Don't Look Under the Bed,Kenneth Johnson,"Erin Chambers, Eric Hodges II, Eric Hodges, Robin Riker, Steve Valentine, Jake Sakson",United States,"November 12, 2019",1999,TV-PG,93 min,"Coming of Age, Fantasy"
s864,Movie,Donald's Golf Game,Jack King,,United States,"November 12, 2019",1938,TV-G,8 min,"Animation, Comedy, Family"
s865,Movie,Donald's Tire Trouble,Dick Lundy,,United States,"November 12, 2019",1943,TV-G,8 min,"Animation, Comedy, Family"
s866,Movie,Double Teamed,Duwayne Dunham,"Poppi Monroe, Annie McElwain, Teal Redmann, Nick Searcy, Tanya Goott, Joey Miyashima",United States,"November 12, 2019",2002,TV-G,93 min,"Biographical, Sports"
s867,Movie,Doug's 1st Movie,Maurice Joyce,"Thomas McHugh, Fred Newman, Chris Phillips, Constance Shulman, Frank Welker, Doug Preis",United States,"November 12, 2019",1999,G,80 min,"Animation, Comedy, Family"
s868,TV Show,"Dr. T, Lone Star Vet",,Dr. Lauren Thielen,United States,"November 12, 2019",2019,TV-PG,1 Season,"Docuseries, Family, Medical"
s869,Movie,DuckTales The Movie: Treasure of the Lost Lamp,Bob Hathcock,"Alan Young, Terence McGovern, Russi Taylor, Richard Libertini, Christopher Lloyd, June Foray","France, United States","November 12, 2019",1990,G,75 min,"Action-Adventure, Animation, Comedy"
s870,Movie,Dug's Special Mission,Ronnie Del Carmen,"Bob Peterson, Delroy Lindo, Jerome Ranft",United States,"November 12, 2019",2009,TV-PG,6 min,"Animation, Comedy, Family"
s871,Movie,Dumbo,Tim Burton,"Colin Farrell, Michael Keaton, Danny DeVito, Eva Green, Alan Arkin, Nico Parker","United States, United Kingdom, Australia, Canada","November 12, 2019",2019,PG,117 min,"Action-Adventure, Family, Fantasy"
