show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in
s143,TV Show,Walt Disney Animation Studios: Short Circuit Experimental Films,,,,"August 4, 2021",2020,PG,2 Seasons,"Animation, Anthology, Family"
s144,Movie,Built for Mars: The Perseverance Rover,Mark J Davis,Steven French,,"July 30, 2021",2021,TV-PG,88 min,Documentary
s145,Movie,Garfield,Peter Hewitt,"Breckin Meyer, Jennifer Love Hewitt, Stephen Tobolowsky, Bill Murray, Evan Arnold, Mark Lawrence",United States,"July 30, 2021",2004,PG,82 min,"Comedy, Family"
s146,TV Show,Chip 'n' Dale: Park Life,,"Matthew Géczy, Kaycie Chase, Bill Farmer, Sylvain Caruso",,"July 28, 2021",2021,TV-Y7,1 Season,"Animation, Buddy, Comedy"
s147,TV Show,Critter Fixers: Country Vets,,Sullivan Jones,United States,"July 28, 2021",2020,TV-14,2 Seasons,"Animals & Nature, Docuseries, Family"
s148,TV Show,Disney Junior T.O.T.S.,,"Vanessa Williams, Megan Hilty, Jet Jurgensmeyer, Christian Simon",United States,"July 28, 2021",2018,TV-Y,2 Seasons,"Animation, Buddy, Kids"
s149,TV Show,Mickey Mouse Funhouse,,"Bret Iwan, Kaitlyn Robrock, Bill Farmer, Tony Anselmo, Tress MacNeille, Harvey Guillén",United States,"July 28, 2021",2021,TV-Y,1 Season,"Animation, Kids"
s150,TV Show,Minnie's Bow-Toons: Party Palace Pals,,"Tress MacNeille, Nika Futterman, Kaitlyn Robrock",,"July 28, 2021",2021,TV-Y7,1 Season,"Animation, Kids"
s151,TV Show,Turning the Tables with Robin Roberts,,Robin Roberts,,"July 28, 2021",2021,TV-PG,1 Season,Talk Show
s152,Movie,Ice Age: The Meltdown,Carlos Saldanha,"Ray Romano, John Leguizamo, Denis Leary, Seann William Scott, Josh Peck, Queen Latifah","United States, United Kingdom, Australia","July 23, 2021",2006,PG,94 min,"Animation, Comedy, Family"
s153,Movie,Playing with Sharks,,"Valerie Taylor, Dr. Sylvia Earle, Jeremiah Sullivan, Wendy Benchley, Jean Michel Cousteau, Michele Hall",,"July 23, 2021",2021,TV-14,91 min,"Animals & Nature, Biographical, Documentary"
s154,Movie,Shark vs. Surfer,Phil Stebbing,Billy Lloyd,,"July 23, 2021",2020,TV-14,44 min,"Animals & Nature, Documentary"
s155,Movie,Shark vs. Whale,,Ted Stewart,,"July 23, 2021",2020,TV-PG,44 min,"Animals & Nature, Documentary"
s156,Movie,Stuntman,Kurt Mattila,Eddie Braun,,"July 23, 2021",2021,TV-14,87 min,Documentary
s157,Movie,Walking with Dinosaurs: The Movie,"Barry Cook, Neil Nightingale","John Leguizamo, Justin Long, Tiya Sircar, Skyler Stone, Angourie Rice, Charlie Rowe",,"July 23, 2021",2013,PG,88 min,"Action-Adventure, Family, Fantasy"
s158,Movie,What the Shark?,,Robert Davi,,"July 23, 2021",2020,TV-PG,44 min,"Animals & Nature, Documentary"
s159,TV Show,Behind the Attraction,,Paget Brewster,,"July 21, 2021",2021,TV-PG,1 Season,"Docuseries, Family"
s160,TV Show,Disney The Owl House,,"Sarah-Nicole Robles, Wendie Malick, Alex Hirsch, Tati Gabrielle, Issac Brown, Mae Whitman","United States, United Kingdom","July 21, 2021",2020,TV-Y7,2 Seasons,"Action-Adventure, Animation, Anime"
s161,TV Show,Meet Spidey and His Amazing Friends (Shorts),,"Ben Valic, Melanie Minichino",,"July 21, 2021",2021,TV-Y,1 Season,"Action-Adventure, Animation, Kids"
s162,TV Show,Mission Force One,,"Justin Felbinger, Fiona Bishop, Ivy Bishop, Issac Ryan Brown, Sam Lavagnino, Dee Bradley Baker",,"July 21, 2021",2017,TV-Y,1 Season,"Action-Adventure, Animation, Kids"
s163,TV Show,Turner & Hooch,,"Josh Peck, Carra Patterson, Lyndsy Fonseca, Vanessa Lengies, Brandon Jay Mclaren, Anthony Ruivivar",,"July 21, 2021",2021,TV-PG,1 Season,"Action-Adventure, Buddy, Comedy"
s164,Movie,Most Wanted Sharks,,,,"July 16, 2021",2020,TV-PG,44 min,"Animals & Nature, Documentary"
s165,Movie,Secrets of the Bull Shark,,Keston John,,"July 16, 2021",2020,TV-14,44 min,"Animals & Nature, Documentary"
s166,TV Show,Shark Attack Files,,,,"July 16, 2021",2021,TV-14,1 Season,"Animals & Nature, Docuseries, Reality"
s167,Movie,Shark Attack Investigation: The Paige Winter Story,,,,"July 16, 2021",2021,TV-14,44 min,"Animals & Nature, Documentary"
s168,Movie,Sharkcano,Andy Seestedt,Dan Nachtrab,,"July 16, 2021",2020,TV-PG,44 min,"Animals & Nature, Documentary"
s169,Movie,We Bought a Zoo,Cameron Crowe,"Matt Damon, Scarlett Johansson, Thomas Haden Church, Patrick Fugit, Colin Ford, Elle Fanning",United States,"July 16, 2021",2011,PG,125 min,"Animals & Nature, Drama, Family"
s170,Movie,World's Biggest Bullshark,,Jason Hildebrandt,,"July 16, 2021",2021,TV-PG,44 min,"Animals & Nature, Documentary"
s171,Movie,World's Most Dangerous Shark?,Kevin Bachar,Brain Cade,,"July 16, 2021",2021,TV-14,44 min,"Animals & Nature, Documentary"
s172,TV Show,So Random!,,"Tiffany Thornton, Sterling Knight, Brandon Mychal Smith, Doug Brochu, Allisyn Ashley Arm",United States,"July 14, 2021",2011,TV-G,1 Season,"Comedy, Coming of Age"
s173,Movie,Flicka,Michael Mayer,"Alison Lohman, Tim McGraw, Maria Bello, Ryan Kwanten, Danny Pino, Dallas Roberts","United States, United Kingdom","July 9, 2021",2006,PG,95 min,"Animals & Nature, Coming of Age, Drama"
s174,Movie,"Miraculous World: Shanghai, The Legend of Ladydragon",Thomas Astruc,"Cristina 'Vee"" Valenzuela, Bryce Papenbrook, Keith Silverstein, Carrie Keranen, Todd Haberkorn, Max Mittelman",,"July 9, 2021",2021,TV-Y7-FV,54 min,"Animation, Fantasy"
s175,Movie,Orca vs. Great White,Sigmund Spath Jr.,"Kina Scollay, Ingrid Visser, Ray Robertson",,"July 9, 2021",2021,TV-14,44 min,"Animals & Nature, Documentary"
s176,Movie,Rogue Shark?,Mark Woodward,Mocean Melvin,,"July 9, 2021",2021,TV-14,44 min,"Animals & Nature, Documentary"
s177,Movie,Shark Beach with Chris Hemsworth,Sally Aitken,Chris Hemsworth,United States,"July 9, 2021",2021,TV-PG,44 min,"Animals & Nature, Documentary"
s178,Movie,Shark Gangs,"Jacob Cobi Benattia, Pete Berg, James Buchanan",,,"July 9, 2021",2021,TV-14,44 min,"Animals & Nature, Documentary"
s179,Movie,The Croc That Ate Jaws,Mark Woodward,Dan Nachtrab,,"July 9, 2021",2021,TV-14,44 min,"Animals & Nature, Documentary"
s180,TV Show,When Sharks Attack,,Eric Meyers,United States,"July 9, 2021",2013,TV-14,7 Seasons,Reality
s181,TV Show,Breaking Bobby Bones,,Bobby Bones,United States,"July 7, 2021",2021,TV-14,1 Season,"Action-Adventure, Docuseries, Reality"
s182,TV Show,Mickey Mouse Mixed-Up Adventures,,"Bret Iwan, Russi Taylor, Bill Farmer, Daniel Ross, Tress MacNeile",United States,"July 7, 2021",2019,TV-Y,1 Season,"Animation, Kids, Sports"
s183,TV Show,Monsters at Work,,"Billy Crystal, John Goodman, Ben Feldman, Mindy Kaling, Henry Winkler, Lucas Neff",United States,"July 7, 2021",2021,TV-G,1 Season,"Animation, Comedy, Family"
s184,Movie,"The Good, The Bart, and The Loki",David Silverman,"Dan Castellaneta, Nancy Cartwright, Yeardley Smith",,"July 7, 2021",2021,TV-PG,6 min,"Animation, Comedy, Fantasy"
s185,TV Show,Disney Raven's Home,,"Raven-Symoné , Issac Brown, Navia Robinson, Jason Maybaum, Sky Katz, Anneliese van der Pol",United States,"July 2, 2021",2016,TV-G,4 Seasons,"Comedy, Family, Fantasy"
s186,Movie,The Sandlot,David Mickey Evans,"Art La Fleur, Tom Guiry, Mike Vitar, Patrick Renna, Chauncey Leopardi, Marty York",United States,"July 2, 2021",1993,PG,101 min,"Comedy, Coming of Age, Family"
s187,Movie,The Sandlot 2,David Mickey Evans,"Max Lloyd-Jones, James Willson, Samantha Burton, Brett Kelly, James Earl Jones, Cole Evan Weiss",United States,"July 2, 2021",2005,PG,98 min,"Comedy, Sports"
s188,Movie,Adventures in Babysitting,Chris Columbus,"Elisabeth Shue, Maia Brewton, Keith Coogan, Anthony Rapp, Calvin Levels, Vincent Phillip D'Onofrio",United States,"June 25, 2021",1987,TV-PG,102 min,"Action-Adventure, Comedy, Coming of Age"
s189,TV Show,Running Wild with Bear Grylls,,Bear Grylls,United States,"June 25, 2021",2019,TV-PG,2 Seasons,"Action-Adventure, Reality, Survival"
s190,TV Show,The Mysterious Benedict Society,,"Tony Hale, Kristen Schaal, Mystic Inscho, Seth Carr, Marta Kessler, Emmy DeOliveira",United States,"June 25, 2021",2021,TV-PG,1 Season,"Action-Adventure, Family"
s191,Movie,Wolfgang,David Gelb,Wolfgang Puck,,"June 25, 2021",2021,TV-PG,80 min,"Biographical, Documentary"
s192,TV Show,Dino Ranch,,"Tyler Nathan, Jacob Mazeral, Ava Ro, Scott Gorman, Athena Karkanis",Canada,"June 18, 2021",2021,TV-Y,1 Season,"Animation, Kids, Western"
s193,TV Show,Disney Just Roll With It,,"Ramon Reed, Kaylin Hayman, Suzi Barrett, Tobie Windham",United States,"June 18, 2021",2018,TV-Y7,2 Seasons,"Comedy, Family"
s194,TV Show,"Heartland Docs, DVM",,"Dr. Erin Schroeder, Dr. Ben Schroeder",United States,"June 18, 2021",2019,TV-14,3 Seasons,"Animals & Nature, Docuseries, Family"
s195,Movie,Luca,Enrico Casarosa,"Jacob Tremblay, Jack Dylan Grazer, Emma Berman, Maya Rudolph, Marco Barricelli, Jim Gaffigan",United States,"June 18, 2021",2021,PG,101 min,"Animation, Buddy, Coming of Age"
s196,TV Show,Star Wars Vintage: Droids,,"Anthony Daniels, R2-D2, Lesleh Donaldson, Andrew Sabiston, Don Francks, Dan Hennessey",,"June 18, 2021",1985,TV-Y7-FV,2 Seasons,"Action-Adventure, Animation, Fantasy"
s197,TV Show,Puppy Dog Pals,,"Harland Williams, Isaac Brown, Jessica DiCicco, Sam Lavagnino, Leslie Baker, Tara Strong","United States, India","June 11, 2021",2016,TV-G,4 Seasons,"Animation, Kids"
s198,Movie,Strange Magic,Gary Rydstrom,"Alan Cumming, Evan Rachel Wood, Elijah Kelley, Meredith Anne Bull, Sam Palladio, Kristin Chenoweth","United States, Canada, United Kingdom, Singapore, Australia, Thailand","June 11, 2021",2015,PG,101 min,"Action-Adventure, Animation, Family"
s199,Movie,The Happiest Millionaire,Norman Tokar,"Fred MacMurray, Tommy Steele, Greer Garson, Geraldine Page, Gladys Cooper, Hermione Baddeley",United States,"June 11, 2021",1967,G,170 min,"Biographical, Coming of Age, Family"
s200,Movie,The Pacifier,Adam Shankman,"Vin Diesel, Lauren Graham, Faith Ford, Brittany Snow, Max Thieriot, Chris Potter","Canada, United States","June 11, 2021",2005,PG,97 min,"Action-Adventure, Comedy, Spy/Espionage"
s201,TV Show,Zenimation,,,United States,"June 11, 2021",2020,TV-G,2 Seasons,"Animation, Anthology, Family"
s202,TV Show,Loki,,Tom Hiddleston,,"June 9, 2021",2021,TV-14,1 Season,"Action-Adventure, Fantasy, Science Fiction"
s203,TV Show,Gordon Ramsay: Uncharted,,Gordon Ramsay,United States,"June 4, 2021",2018,TV-14,3 Seasons,"Action-Adventure, Docuseries, Lifestyle"
s204,TV Show,MUPPET BABIES,,"Matt Danner, Melanie Harrison, Ben Diskin, Eric Bauza, Dee Baker, Jessica DiCicco","South Korea, United States, China, Japan","June 4, 2021",2017,TV-Y,3 Seasons,"Animation, Kids"
s205,Movie,Raya and the Last Dragon,"Don Hall, Carlos López Estrada","Kelly Marie Tran, Awkwafina , Izaac Wang, Gemma Chan, Daniel Dae Kim, Benedict Wong",United States,"June 4, 2021",2021,PG,112 min,"Action-Adventure, Animation, Family"
s206,Movie,Red Tails,Anthony Hemingway,"Terrence Howard, Cuba Gooding Jr., Nate Parker, David Oyelowo, Tristan Wilds, Ne-Yo",United States,"June 4, 2021",2012,PG-13,126 min,"Action-Adventure, Drama, Historical"
s207,Movie,Us Again,Zach A. Parrish,,,"June 4, 2021",2021,G,7 min,"Animation, Dance, Family"
s208,Movie,American Eid,Aqsa Altaf,"Shanessa Khawaja, Jenna Qureshi, Cash Herrera, Fazeelat Aslam, Maya Bednarek, Iris Starlett Perry",,"May 28, 2021",2021,G,21 min,Drama
s209,TV Show,Bluey,,"Dave Mccormack, Melanie Zanetti, Brad Elliot, Hsiao-Ling Tang","Australia, United Kingdom","May 28, 2021",2019,TV-Y,2 Seasons,"Animation, Kids"
s210,Movie,Dinner Is Served,Hao Zheng,"Qi Sun, Briana Liu, Ben Wang, Harry Jarvis, Ray Wise, DeJean Brown",,"May 28, 2021",2021,TV-PG,21 min,"Coming of Age, Drama"
s211,TV Show,Disney Sydney To The Max,,"Ruth Righi, Ava Kolker, Jackson Dollinger, Christian Simon, Ian Kesler, Caroline Rhea",United States,"May 28, 2021",2018,TV-G,3 Seasons,"Comedy, Coming of Age, Family"
s212,Movie,Growing Fangs,Ann Marie Pace,"Keyla Monterroso Mejia, Cristela Alonzo, Grace Song, Olivia Sullivent, Gilberto Ortiz, Sean Burgos",,"May 28, 2021",2021,TV-PG,20 min,"Coming of Age, Fantasy"
s213,TV Show,Kingdom of the Polar Bears,,Dennis Compayre,,"May 28, 2021",2021,TV-PG,1 Season,"Animals & Nature, Docuseries"
s214,Movie,Let's Be Tigers,Stephanie Abel Horowitz,"Otmara Marrero, Dash McCloud, Greg Worswick, Mike Millan",,"May 28, 2021",2021,PG,15 min,Drama
s215,Movie,The Last of the Chupacabras,Jessica Mendez Siqeiros,"Melba Martinez ph.D, Cici Lau, Seven True-Divine Purnell, William Knight, Amanda Maddock, Ronald Binion",,"May 28, 2021",2021,TV-PG,14 min,Fantasy
s216,Movie,The Little Prince(ss),Moxie Peng,"Kalo Moss, Ching Yin Ryan Hu, Evan Lai, Brian Yang, Lynn Chen, Danni Wang",,"May 28, 2021",2021,PG,19 min,Drama
s217,TV Show,Wicked Tuna,,Mike Rowe,United States,"May 28, 2021",2016,TV-14,10 Seasons,"Action-Adventure, Animals & Nature, Docuseries"
s218,TV Show,Big City Greens,,"Chris Houghton, Marieve Herington, Bob Joles, Artemis Pebdani","United States, South Korea","May 21, 2021",2017,TV-Y7,2 Seasons,"Action-Adventure, Animation, Comedy"
s219,TV Show,Fury Files,,Chi McBride,,"May 21, 2021",2013,TV-Y7,1 Season,"Animation, Superhero"
s220,TV Show,Ice Road Rescue,,"David Wartnaby, Bjørn Lægreid, Thord Paulsen",United Kingdom,"May 21, 2021",2015,TV-14,5 Seasons,"Docuseries, Reality, Survival"
s221,Movie,Tinker Bell and the Legend of the NeverBeast,Steve Loter,"Ginnifer Goodwin, Mae Whitman, Rosario Dawson, Lucy Liu, Raven-Symoné , Megan Hilty",United States,"May 21, 2021",2014,G,79 min,"Action-Adventure, Animation, Fantasy"
s222,TV Show,Schoolhouse Rock!,,"Bob Dorough, Jack Sheldon, Lynn Ahrens, Grady Tate, Blossom Dearie, Essra Mohawk",United States,"May 17, 2021",1973,TV-G,6 Seasons,"Animals & Nature, Animation, Kids"
s223,TV Show,Disney Special Agent Oso: Three Healthy Steps (Shorts),,"Sean Astin, Meghan Strange, Phill Lewis, Amber Hood, Brad Garrett",,"May 14, 2021",2011,TV-Y,1 Season,"Action-Adventure, Animation, Kids"
s224,TV Show,Race to the Center of the Earth,,Chris Payne Gilbert,United States,"May 14, 2021",2021,TV-14,1 Season,"Action-Adventure, Family, Game Show / Competition"
s225,TV Show,Special Agent Oso,,"Sean Astin, Meghan Strange, Gary Anthony Williams, Amber Hood, Cam Clarke, Phill Lewis","United States, United Kingdom, South Korea","May 14, 2021",2009,TV-Y,2 Seasons,"Action-Adventure, Animation, Kids"
s226,Movie,X-Men: The Last Stand,Brett Ratner,"Hugh Jackman, Halle Berry, Ian McKellen, Famke Janssen, Anna Paquin, Kelsey Grammer","United States, United Kingdom, Canada","May 14, 2021",2006,PG-13,105 min,"Action-Adventure, Family, Science Fiction"
s227,TV Show,The Incredible Hulk,,"Neal McDonough, John Vernon, Luke Perry, Lou Ferrigno, Genie Francis",United States,"May 10, 2021",1996,TV-Y7,2 Seasons,"Action-Adventure, Animation, Kids"
s228,Movie,Fantastic Four: Rise of the Silver Surfer,Tim Story,"Ioan Gruffudd, Jessica Alba, Chris Evans, Michael Chiklis, Julian McMahon, Kerry Washington","United States, Germany, United Kingdom","May 7, 2021",2007,PG,93 min,"Action-Adventure, Family, Science Fiction"
s229,TV Show,Wander Over Yonder,,"Jack McBrayer, April Winchell, Keith Ferguson, Tom Kenny","United States, Canada, Ireland","May 7, 2021",2013,TV-Y7,2 Seasons,Comedy
s230,Movie,Wild Hearts Can't Be Broken,Steve Miner,"Gabrielle Anwar, Michael Schoeffling, Kathleen York, Dylan Kussman, Cliff Robertson, Frank Renzulli",United States,"May 7, 2021",1991,G,89 min,"Biographical, Drama"
s231,Movie,"Maggie Simpson in ""The Force Awakens from its Nap""",David Silverman,,,"May 4, 2021",2021,TV-PG,4 min,"Animation, Comedy, Parody"
s232,Movie,Star Wars Biomes,,,,"May 4, 2021",2021,TV-G,18 min,Science Fiction
s233,TV Show,Star Wars Vehicle Flythroughs,,,,"May 4, 2021",2021,TV-G,1 Season,"Anthology, Science Fiction"
s234,TV Show,The Bad Batch,,Dee Bradley Baker,,"May 4, 2021",2021,TV-PG,1 Season,"Action-Adventure, Animation, Science Fiction"
s235,TV Show,Spider-Man,,"Christopher Daniel Barnes, Edward Asner, Linda Gray, Rodney Saulsberry, Liz Georges, Saratoga Ballantine",United States,"May 3, 2021",1994,TV-Y7,5 Seasons,"Action-Adventure, Animation, Kids"
s236,Movie,22 vs. Earth,Kevin Nolting,"Tina Fey, Richard Ayoade, Alice Braga",,"April 30, 2021",2021,TV-PG,9 min,"Animation, Comedy, Family"
s237,TV Show,Adventures in Wonderland,,"Patrick Richwood, Reece Holland, John Robert Hoffman, Wesley Mann, Harry Waters Jr., John Lovelady",,"April 30, 2021",1996,TV-G,1 Season,"Fantasy, Musical"
s238,Movie,Disney My Music Story SUKIMASWITCH,Kentaro Takayanagi,"Takuya Ohashi, Shintaro Tokita",,"April 30, 2021",2020,TV-PG,81 min,"Biographical, Documentary, Music"
s239,TV Show,DuckTales,,"David Tennant, Danny Pudi, Ben Schwartz, Bobby Moynihan, Kate Micucci, Tony Anselmo",United States,"April 30, 2021",2017,TV-Y7,3 Seasons,"Action-Adventure, Animation, Comedy"
s240,Movie,Oklahoma!,Fred Zinnemann,"Gordon MacRae, Gloria Grahame, Gene Nelson",United States,"April 30, 2021",1956,TV-PG,148 min,"Musical, Romance, Western"
s241,Movie,Baby's Day Out,Patrick Read Johnson,"Joe Mantegna, Lara Flynn Boyle, Joe Pantoliano, Brian Haley, Cynthia Nixon, Fred Dalton Thompson",United States,"April 23, 2021",1994,PG,99 min,"Action-Adventure, Comedy, Crime"
s242,Movie,Being the Queen,Tom Jennings,,United States,"April 23, 2021",2020,TV-14,44 min,"Biographical, Documentary"
s243,TV Show,Liv and Maddie,,"Dove Cameron, Joey Bragg, Tenzing Norgay Trainor, Kali Rocha, Benjamin King",United States,"April 23, 2021",2013,TV-G,4 Seasons,"Comedy, Coming of Age, Kids"
s244,TV Show,Secrets of the Whales,,"Sigourney Weaver, James Cameron, Brian Skerry",,"April 22, 2021",2021,TV-PG,1 Season,"Animals & Nature, Docuseries"
s245,TV Show,Big Shot,,"John Stamos, Jessalyn Gilsig, Yvette Nicole Brown, Richard Robichaux, Sophia Mitri Schloss, Nell Verlaque",,"April 16, 2021",2021,TV-PG,1 Season,"Comedy, Drama, Sports"
s246,TV Show,Earth Moods,,,,"April 16, 2021",2021,TV-G,1 Season,"Animals & Nature, Anthology"
s247,TV Show,Primal Survivor,,Hazen Audel,United States,"April 16, 2021",2014,TV-PG,5 Seasons,"Docuseries, Reality, Survival"
s248,Movie,Rio,Carlos Saldanha,"Anne Hathaway, Jesse Eisenberg, will.i.am , Jamie Foxx, George Lopez, Tracy Morgan","United States, Brazil","April 16, 2021",2011,G,99 min,"Action-Adventure, Animation, Comedy"
s249,Movie,The Kid Who Would Be King,Joe Cornish,"Louis Ashbourne Serkis, Tom Taylor, Rebecca Ferguson, Patrick Stewart, Denise Gough, Dean Chaumoo","United Kingdom, United States","April 16, 2021",2019,PG,121 min,"Action-Adventure, Coming of Age, Family"
s250,Movie,Treasure Buddies,Robert Vince,"Richard Riehle, Mason Cook, Adam Alexi-Malle, Lochlyn Munro, Mo Gallini, Christopher Maleki","United States, Canada","April 16, 2021",2012,G,96 min,"Action-Adventure, Comedy, Kids"
s251,Movie,White Fang 2: Myth of the White Wolf,Ken Olin,"Scott Bairstow, Charmaine Craig, Alfred Molina, Geoffrey Lewis, Al Harrington, Anthony Michael Ruivivar",United States,"April 16, 2021",1994,PG,106 min,"Action-Adventure, Animals & Nature, Drama"
s252,Movie,Cesar Millan: The Real Story,Doug Shultz,Cesar Millan,United States,"April 9, 2021",2012,TV-PG,45 min,"Biographical, Documentary"
s253,TV Show,Future-Worm!,,"Andy Milonakis, James Adomian, Corey Burton, Melanie Lynskey, Ryan Quincy, Neil deGrasse Tyson",United States,"April 9, 2021",2016,TV-Y7,1 Season,"Family, Kids"
s254,TV Show,Kick Buttowski: Suburban Daredevil,,"Charlie Schlatter, Matt Jones, Danny Cooksey",United States,"April 9, 2021",2010,TV-Y7,2 Seasons,"Action-Adventure, Animation"
s255,Movie,Man of the House,James Orr,"Chevy Chase, Farrah Fawcett, Jonathan Taylor Thomas, George Wendt",United States,"April 9, 2021",1995,PG,97 min,"Comedy, Coming of Age, Crime"
s256,Movie,Mark Twain and Me,Daniel Petrie,"Jason Robards, Talia Shire, R.H. Thomson, Fiona Reid, Chris Wiggins, Amy Stewart","Canada, United States","April 9, 2021",1991,TV-PG,93 min,"Biographical, Coming of Age, Drama"
